3.4656890e+01,6.0620851e+00
3.4619480e+01,1.1912937e+01
3.3426698e+01,7.2699618e+00
3.1021816e+01,1.5257183e+01
2.7638255e+01,1.1755659e+01
3.6313960e+01,2.1783144e+01
3.3271436e+01,1.9952259e+01
2.4534388e+01,2.4805898e+01
2.5190068e+01,2.3016150e+01
2.1834865e+01,3.1331586e+01
2.3745637e+01,2.9728904e+01
1.9379084e+01,3.6142287e+01
1.3564617e+01,3.2171218e+01
1.3502097e+01,3.0066357e+01
1.4948495e+01,3.3470847e+01
7.1663749e+00,3.7960907e+01
8.7660254e+00,3.5678717e+01
-2.7506193e+00,3.7059692e+01
1.4905826e+00,3.8452187e+01
-5.1969401e+00,3.6770073e+01
-6.0127296e+00,3.0775966e+01
-6.5958025e+00,3.2769823e+01
-8.6719423e+00,2.5350672e+01
-1.3019695e+01,2.4430832e+01
-1.4299682e+01,2.5759397e+01
-2.2131063e+01,1.9050846e+01
-2.0170607e+01,2.1248789e+01
-2.4416537e+01,2.0899733e+01
-2.1974920e+01,1.6912085e+01
-1.9833538e+01,9.2701982e+00
-2.5489366e+01,8.5842908e+00
-2.8119116e+01,8.6083351e+00
-2.7345664e+01,7.3179182e+00
-2.5385854e+01,-2.7349382e+00
-2.5215475e+01,-2.2304155e+00
-2.0164232e+01,-3.5753180e+00
-2.1489721e+01,-8.6279988e+00
-2.0131175e+01,-1.3264434e+01
-1.9450136e+01,-1.2558564e+01
-1.4057012e+01,-1.7575543e+01
-1.8266355e+01,-1.4007126e+01
-8.3172177e+00,-1.5349283e+01
-1.1052823e+01,-2.2740221e+01
-2.8151897e+00,-1.7513889e+01
3.7214916e-01,-2.7537486e+01
-2.5926806e+00,-2.3193324e+01
4.2303862e+00,-2.3521150e+01
8.7524919e+00,-2.9661205e+01
1.1148223e+01,-2.9802191e+01
6.0333517e+00,-2.7473261e+01
1.6789303e+01,-2.5083063e+01
1.5971455e+01,-2.7270242e+01
1.7330399e+01,-2.5564857e+01
2.0982215e+01,-1.5694347e+01
2.6500648e+01,-1.8468863e+01
2.3598049e+01,-1.6859181e+01
2.9330151e+01,-1.4679077e+01
2.7590463e+01,-1.1416599e+01
3.5096130e+01,-5.1204870e+00
3.4588316e+01,-4.5711373e+00
3.8355212e+01,-3.8024894e+00
3.7696782e+01,-4.2714951e-01
3.9594617e+01,2.3859787e+00
3.7157175e+01,1.2982537e+00
3.4112516e+01,1.0769360e+01
3.2737005e+01,1.3558393e+01
3.3316049e+01,9.5312637e+00
2.9317005e+01,1.6558556e+01
3.5144472e+01,2.4219400e+01
3.0104838e+01,2.3466169e+01
3.1529965e+01,2.4769422e+01
2.2687170e+01,2.8892403e+01
2.6316775e+01,3.0521285e+01
2.1080865e+01,3.4643946e+01
1.6186093e+01,3.0019030e+01
1.5595108e+01,3.1938521e+01
1.1721576e+01,3.6102149e+01
9.2982845e+00,3.9032887e+01
9.2050085e+00,3.4874279e+01
-7.9218953e-01,3.9606685e+01
5.5564710e-01,3.4678060e+01
-1.5069407e+00,3.2292319e+01
-7.0108288e+00,3.0484382e+01
-1.1474447e+01,3.2415719e+01
-8.2982169e+00,3.1221139e+01
-1.6969327e+01,3.2839892e+01
-1.8453733e+01,3.0046266e+01
-1.6794961e+01,2.2331253e+01
-2.0986147e+01,2.4525385e+01
-1.7723448e+01,1.7787837e+01
-2.2664585e+01,1.3028643e+01
-2.5093466e+01,1.7254348e+01
-2.5400356e+01,1.3149522e+01
-2.6814012e+01,7.9979894e+00
-2.3939320e+01,9.9985527e+00
-2.0046244e+01,5.4508784e+00
-2.4038719e+01,-1.3639334e+00
-2.8163669e+01,-1.9356601e-01
-2.7779242e+01,-6.1765450e+00
-2.6071944e+01,-1.3237310e+01
-2.1292957e+01,-1.1006714e+01
-1.5268787e+01,-8.9222791e+00
-1.3775063e+01,-1.6462011e+01
-1.6845374e+01,-1.4634026e+01
-1.0216874e+01,-2.2990074e+01
-9.3655730e+00,-2.0103353e+01
-1.1109303e+01,-2.2022469e+01
-7.4594752e+00,-2.8336240e+01
-1.4678747e+00,-2.3478866e+01
5.7966877e+00,-2.4658133e+01
1.0120872e+01,-2.9421555e+01
9.6193440e+00,-2.2337373e+01
1.5853278e+01,-2.8414161e+01
1.1942520e+01,-2.0440993e+01
2.1060106e+01,-2.0167801e+01
2.0194462e+01,-2.5869013e+01
2.5068991e+01,-2.0156375e+01
2.8756723e+01,-1.4784279e+01
3.1076978e+01,-1.2926103e+01
3.2214423e+01,-8.7916796e+00
2.9508102e+01,-1.5924988e+01
2.8824400e+01,-4.4162344e+00
3.0083867e+01,-4.6220750e+00
3.7530234e+01,-5.7027713e+00
3.0113191e+01,7.0331451e-01
3.7639744e+01,5.6267418e+00
3.3140993e+01,4.2797508e+00
3.6553287e+01,6.5463831e+00
3.7286407e+01,1.3566489e+01
3.4481808e+01,1.5386013e+01
3.1322109e+01,1.7703393e+01
2.6841445e+01,2.4638629e+01
3.2228506e+01,1.8269075e+01
2.2721907e+01,2.4228476e+01
2.5419830e+01,2.8534944e+01
2.0603140e+01,3.0165608e+01
2.3596984e+01,3.3874679e+01
1.8988145e+01,3.1178617e+01
1.4384438e+01,3.1065222e+01
1.5873260e+01,3.1732674e+01
7.3574781e+00,3.0958240e+01
1.2986029e+00,3.1664483e+01
2.1313193e-01,3.8251302e+01
3.9462923e-01,3.1276178e+01
-8.9111216e-01,3.1077391e+01
-4.5050892e+00,3.3903529e+01
-1.2915125e+01,3.1130561e+01
-7.4795323e+00,2.9592818e+01
-1.6109693e+01,3.0165198e+01
-2.0022652e+01,2.3168891e+01
-2.2650841e+01,2.3846407e+01
-1.6106912e+01,2.2996450e+01
-2.0254313e+01,2.1315986e+01
-1.8769048e+01,1.2555312e+01
-2.6502941e+01,1.3676022e+01
-2.7373799e+01,1.2798912e+01
-2.5925061e+01,8.8636630e+00
-2.4611249e+01,6.4166795e+00
-2.8094549e+01,5.2173838e-01
-2.9207322e+01,3.7185847e+00
-2.1960104e+01,-5.5840851e+00
-2.4746408e+01,-1.0745941e+01
-1.8913452e+01,-8.8566676e+00
-2.1808781e+01,-1.2673170e+01
-1.8560499e+01,-1.0105587e+01
-1.8385380e+01,-1.8158018e+01
-1.2351412e+01,-1.5455382e+01
-7.5527259e+00,-2.4753400e+01
-6.7969362e+00,-1.9463015e+01
-1.0019199e+01,-2.5527191e+01
-2.6870866e+00,-2.5235182e+01
-2.6679311e-01,-2.8465645e+01
